Spheres,Resolution,Time
1,57x57,0.000153
1,57x57,0.000048
1,57x57,0.000037
1,57x57,0.000035
1,57x57,0.000039
1,57x57,0.000038
1,57x57,0.000035
1,57x57,0.000039
1,57x57,0.000035
1,57x57,0.000034
1,57x57,0.000034
1,57x57,0.000034
1,57x57,0.000043
1,57x57,0.000037
1,57x57,0.000036
1,57x57,0.000032
1,57x57,0.000035
1,57x57,0.000037
1,57x57,0.000033
1,57x57,0.000031
1,57x57,0.000032
1,57x57,0.000032
1,57x57,0.000033
1,57x57,0.000032
1,57x57,0.000032
1,57x57,0.000033
1,57x57,0.000033
1,57x57,0.000032
1,57x57,0.000031
1,57x57,0.000031
1,57x57,0.000032
1,57x57,0.000033
1,57x57,0.000033
1,57x57,0.000039
1,57x57,0.000037
1,57x57,0.000034
1,57x57,0.000033
1,57x57,0.000034
1,57x57,0.000038
1,57x57,0.000036
1,57x57,0.000037
1,57x57,0.000033
1,57x57,0.000036
1,57x57,0.000035
1,57x57,0.000033
1,57x57,0.000031
1,57x57,0.000033
1,57x57,0.000032
1,57x57,0.000032
1,57x57,0.000031
